periodo,origen,importaciones_musd,continente,subregion,pais
2023-05-01,Asia. Japón,193.99910422,Asia,,Japón
2023-06-01,Asia. Japón,172.317317,Asia,,Japón
2023-07-01,Asia. Japón,149.94983828,Asia,,Japón
2023-08-01,Asia. Japón,202.96269342,Asia,,Japón
2023-09-01,Asia. Japón,180.59385815,Asia,,Japón
2023-10-01,Asia. Japón,357.61440537,Asia,,Japón
2023-11-01,Asia. Japón,167.8505329,Asia,,Japón
2023-12-01,Asia. Japón,211.0130398,Asia,,Japón
2024-01-01,Asia. Japón,196.86006637,Asia,,Japón
2024-02-01,Asia. Japón,253.7626634,Asia,,Japón
2024-03-01,Asia. Japón,141.14160354,Asia,,Japón
2024-04-01,Asia. Japón,220.75920625,Asia,,Japón
2024-05-01,Asia. Japón,122.25409267,Asia,,Japón
2024-06-01,Asia. Japón,167.50917739,Asia,,Japón
2024-07-01,Asia. Japón,135.35757263,Asia,,Japón
2024-08-01,Asia. Japón,120.86508487,Asia,,Japón
2024-09-01,Asia. Japón,163.29918472,Asia,,Japón
2024-10-01,Asia. Japón,199.88921743,Asia,,Japón
2024-11-01,Asia. Japón,181.14800967,Asia,,Japón
2024-12-01,Asia. Japón,134.32160798,Asia,,Japón
2025-01-01,Asia. Japón,170.36443502,Asia,,Japón
2025-02-01,Asia. Japón,162.62650588,Asia,,Japón
2025-03-01,Asia. Japón,162.73388945,Asia,,Japón
2025-04-01,Asia. Japón,166.92394478,Asia,,Japón
2025-05-01,Asia. Japón,180.13706303,Asia,,Japón
2025-06-01,Asia. Japón,141.80095701,Asia,,Japón
2025-07-01,Asia. Japón,196.37955428,Asia,,Japón
2025-08-01,Asia. Japón,138.0553249,Asia,,Japón
2025-09-01,Asia. Japón,190.16648591,Asia,,Japón
2025-10-01,Asia. Japón,231.92718183,Asia,,Japón
2025-11-01,Asia. Japón,159.7514988,Asia,,Japón
2025-12-01,Asia. Japón,225.66096794,Asia,,Japón
2026-01-01,Asia. Japón,198.06709836,Asia,,Japón
2026-02-01,Asia. Japón,168.39225618,Asia,,Japón
2026-03-01,Asia. Japón,180.47182619,Asia,,Japón
2026-04-01,Asia. Japón,184.9044289,Asia,,Japón
2026-05-01,Asia. Japón,186.78936698,Asia,,Japón
2026-06-01,Asia. Japón,152.87633167,Asia,,Japón
2003-01-01,Asia. Corea del Sur,58.841809326394,Asia,,Corea del Sur
2003-02-01,Asia. Corea del Sur,33.4984224510894,Asia,,Corea del Sur
2003-03-01,Asia. Corea del Sur,35.1563763645941,Asia,,Corea del Sur
2003-04-01,Asia. Corea del Sur,53.6801449185569,Asia,,Corea del Sur
2003-05-01,Asia. Corea del Sur,36.6776799987076,Asia,,Corea del Sur
2003-06-01,Asia. Corea del Sur,43.5333374448618,Asia,,Corea del Sur
2003-07-01,Asia. Corea del Sur,55.6295511988434,Asia,,Corea del Sur
2003-08-01,Asia. Corea del Sur,54.3434557950152,Asia,,Corea del Sur
2003-09-01,Asia. Corea del Sur,32.441183875879,Asia,,Corea del Sur
2003-10-01,Asia. Corea del Sur,51.7448291323391,Asia,,Corea del Sur
2003-11-01,Asia. Corea del Sur,66.9386976512738,Asia,,Corea del Sur
2003-12-01,Asia. Corea del Sur,51.9113970728204,Asia,,Corea del Sur
2004-01-01,Asia. Corea del Sur,53.4003003938733,Asia,,Corea del Sur
2004-02-01,Asia. Corea del Sur,50.3334502979885,Asia,,Corea del Sur
2004-03-01,Asia. Corea del Sur,62.0798183798569,Asia,,Corea del Sur
2004-04-01,Asia. Corea del Sur,69.2582502288099,Asia,,Corea del Sur
2004-05-01,Asia. Corea del Sur,79.1149827456329,Asia,,Corea del Sur
2004-06-01,Asia. Corea del Sur,54.72482401468,Asia,,Corea del Sur
2004-07-01,Asia. Corea del Sur,73.8670974749763,Asia,,Corea del Sur
2004-08-01,Asia. Corea del Sur,51.9856656618642,Asia,,Corea del Sur
2004-09-01,Asia. Corea del Sur,60.1801590171921,Asia,,Corea del Sur
2004-10-01,Asia. Corea del Sur,88.5844636771887,Asia,,Corea del Sur
2004-11-01,Asia. Corea del Sur,62.9025311559943,Asia,,Corea del Sur
2004-12-01,Asia. Corea del Sur,88.4094839541716,Asia,,Corea del Sur
2005-01-01,Asia. Corea del Sur,108.863713859637,Asia,,Corea del Sur
2005-02-01,Asia. Corea del Sur,72.1364702257367,Asia,,Corea del Sur
2005-03-01,Asia. Corea del Sur,110.525369508037,Asia,,Corea del Sur
2005-04-01,Asia. Corea del Sur,91.3171131217647,Asia,,Corea del Sur
2005-05-01,Asia. Corea del Sur,73.2667450599457,Asia,,Corea del Sur
2005-06-01,Asia. Corea del Sur,84.1553892174722,Asia,,Corea del Sur
2005-07-01,Asia. Corea del Sur,80.0478229515299,Asia,,Corea del Sur
2005-08-01,Asia. Corea del Sur,72.1391932931383,Asia,,Corea del Sur
2005-09-01,Asia. Corea del Sur,91.3212037851874,Asia,,Corea del Sur
2005-10-01,Asia. Corea del Sur,90.1020786933715,Asia,,Corea del Sur
2005-11-01,Asia. Corea del Sur,156.232359645632,Asia,,Corea del Sur
2005-12-01,Asia. Corea del Sur,106.29811908669,Asia,,Corea del Sur
2006-01-01,Asia. Corea del Sur,140.648996866851,Asia,,Corea del Sur
2006-02-01,Asia. Corea del Sur,93.8746261269423,Asia,,Corea del Sur
2006-03-01,Asia. Corea del Sur,142.245481889661,Asia,,Corea del Sur
2006-04-01,Asia. Corea del Sur,104.749475903549,Asia,,Corea del Sur
2006-05-01,Asia. Corea del Sur,181.725728669574,Asia,,Corea del Sur
2006-06-01,Asia. Corea del Sur,107.764980650371,Asia,,Corea del Sur
2006-07-01,Asia. Corea del Sur,103.55251135405,Asia,,Corea del Sur
2006-08-01,Asia. Corea del Sur,195.253083392925,Asia,,Corea del Sur
2006-09-01,Asia. Corea del Sur,171.047662729465,Asia,,Corea del Sur
2006-10-01,Asia. Corea del Sur,173.069904447598,Asia,,Corea del Sur
2006-11-01,Asia. Corea del Sur,164.501226123505,Asia,,Corea del Sur
2006-12-01,Asia. Corea del Sur,147.688276240013,Asia,,Corea del Sur
2007-01-01,Asia. Corea del Sur,133.812399813775,Asia,,Corea del Sur
2007-02-01,Asia. Corea del Sur,133.022925294719,Asia,,Corea del Sur
2007-03-01,Asia. Corea del Sur,182.025380959393,Asia,,Corea del Sur
2007-04-01,Asia. Corea del Sur,281.869239405464,Asia,,Corea del Sur
2007-05-01,Asia. Corea del Sur,312.692512722912,Asia,,Corea del Sur
2007-06-01,Asia. Corea del Sur,241.224841066967,Asia,,Corea del Sur
2007-07-01,Asia. Corea del Sur,207.86261335538,Asia,,Corea del Sur
2007-08-01,Asia. Corea del Sur,330.028848959165,Asia,,Corea del Sur
2007-09-01,Asia. Corea del Sur,318.643458131031,Asia,,Corea del Sur
2007-10-01,Asia. Corea del Sur,364.450373933237,Asia,,Corea del Sur
2007-11-01,Asia. Corea del Sur,463.846897836367,Asia,,Corea del Sur
2007-12-01,Asia. Corea del Sur,270.452302495357,Asia,,Corea del Sur
2008-01-01,Asia. Corea del Sur,353.842086050034,Asia,,Corea del Sur
2008-02-01,Asia. Corea del Sur,287.249337804267,Asia,,Corea del Sur
2008-03-01,Asia. Corea del Sur,294.90314463661,Asia,,Corea del Sur
2008-04-01,Asia. Corea del Sur,339.346428247645,Asia,,Corea del Sur
2008-05-01,Asia. Corea del Sur,292.735667571355,Asia,,Corea del Sur
2008-06-01,Asia. Corea del Sur,212.458685451953,Asia,,Corea del Sur
2008-07-01,Asia. Corea del Sur,335.019282531538,Asia,,Corea del Sur
2008-08-01,Asia. Corea del Sur,258.299977464081,Asia,,Corea del Sur
2008-09-01,Asia. Corea del Sur,258.799406135748,Asia,,Corea del Sur
2008-10-01,Asia. Corea del Sur,268.875815541208,Asia,,Corea del Sur
2008-11-01,Asia. Corea del Sur,185.369514981422,Asia,,Corea del Sur
2008-12-01,Asia. Corea del Sur,175.775589480003,Asia,,Corea del Sur
2009-01-01,Asia. Corea del Sur,150.339145464387,Asia,,Corea del Sur
2009-02-01,Asia. Corea del Sur,141.657435444736,Asia,,Corea del Sur
2009-03-01,Asia. Corea del Sur,177.764274153268,Asia,,Corea del Sur
2009-04-01,Asia. Corea del Sur,174.27859205468,Asia,,Corea del Sur
2009-05-01,Asia. Corea del Sur,138.572590119641,Asia,,Corea del Sur
2009-06-01,Asia. Corea del Sur,116.350441541697,Asia,,Corea del Sur
2009-07-01,Asia. Corea del Sur,205.170455100513,Asia,,Corea del Sur
2009-08-01,Asia. Corea del Sur,208.69282078099,Asia,,Corea del Sur
2009-09-01,Asia. Corea del Sur,139.313256031138,Asia,,Corea del Sur
2009-10-01,Asia. Corea del Sur,226.353204608183,Asia,,Corea del Sur
2009-11-01,Asia. Corea del Sur,294.945311652743,Asia,,Corea del Sur
2009-12-01,Asia. Corea del Sur,262.5419519371,Asia,,Corea del Sur
2010-01-01,Asia. Corea del Sur,269.785838388959,Asia,,Corea del Sur
2010-02-01,Asia. Corea del Sur,227.589255774448,Asia,,Corea del Sur
2010-03-01,Asia. Corea del Sur,301.495874663323,Asia,,Corea del Sur
2010-04-01,Asia. Corea del Sur,245.183460363471,Asia,,Corea del Sur
2010-05-01,Asia. Corea del Sur,455.583474568906,Asia,,Corea del Sur
2010-06-01,Asia. Corea del Sur,183.576645736595,Asia,,Corea del Sur
2010-07-01,Asia. Corea del Sur,276.988434011098,Asia,,Corea del Sur
2010-08-01,Asia. Corea del Sur,310.139139897006,Asia,,Corea del Sur
2010-09-01,Asia. Corea del Sur,254.451206830845,Asia,,Corea del Sur
2010-10-01,Asia. Corea del Sur,217.983151971704,Asia,,Corea del Sur
2010-11-01,Asia. Corea del Sur,297.687334941689,Asia,,Corea del Sur
2010-12-01,Asia. Corea del Sur,241.494612629948,Asia,,Corea del Sur
2011-01-01,Asia. Corea del Sur,212.112248977518,Asia,,Corea del Sur
2011-02-01,Asia. Corea del Sur,216.481065333185,Asia,,Corea del Sur
2011-03-01,Asia. Corea del Sur,320.138124986441,Asia,,Corea del Sur
2011-04-01,Asia. Corea del Sur,176.707984034718,Asia,,Corea del Sur
2011-05-01,Asia. Corea del Sur,234.962498883202,Asia,,Corea del Sur
2011-06-01,Asia. Corea del Sur,183.200292580279,Asia,,Corea del Sur
2011-07-01,Asia. Corea del Sur,239.050904047371,Asia,,Corea del Sur
2011-08-01,Asia. Corea del Sur,256.165059701943,Asia,,Corea del Sur
2011-09-01,Asia. Corea del Sur,227.989299858403,Asia,,Corea del Sur
2011-10-01,Asia. Corea del Sur,173.943914940485,Asia,,Corea del Sur
2011-11-01,Asia. Corea del Sur,193.398373749895,Asia,,Corea del Sur
2011-12-01,Asia. Corea del Sur,312.157337916385,Asia,,Corea del Sur
2012-01-01,Asia. Corea del Sur,206.422261636175,Asia,,Corea del Sur
2012-02-01,Asia. Corea del Sur,209.238922597944,Asia,,Corea del Sur
2012-03-01,Asia. Corea del Sur,239.663424306736,Asia,,Corea del Sur
2012-04-01,Asia. Corea del Sur,196.257738377765,Asia,,Corea del Sur
2012-05-01,Asia. Corea del Sur,253.946384403869,Asia,,Corea del Sur
2012-06-01,Asia. Corea del Sur,228.4764298242,Asia,,Corea del Sur
2012-07-01,Asia. Corea del Sur,188.878512415885,Asia,,Corea del Sur
2012-08-01,Asia. Corea del Sur,251.167412383685,Asia,,Corea del Sur
2012-09-01,Asia. Corea del Sur,165.249411886931,Asia,,Corea del Sur
2012-10-01,Asia. Corea del Sur,207.898441746931,Asia,,Corea del Sur
2012-11-01,Asia. Corea del Sur,247.694681466073,Asia,,Corea del Sur
2012-12-01,Asia. Corea del Sur,224.562126861236,Asia,,Corea del Sur
2013-01-01,Asia. Corea del Sur,262.138112157927,Asia,,Corea del Sur
2013-02-01,Asia. Corea del Sur,263.482800204808,Asia,,Corea del Sur
2013-03-01,Asia. Corea del Sur,201.975693956821,Asia,,Corea del Sur
2013-04-01,Asia. Corea del Sur,259.239298794252,Asia,,Corea del Sur
2013-05-01,Asia. Corea del Sur,214.583320100723,Asia,,Corea del Sur
2013-06-01,Asia. Corea del Sur,261.468062008693,Asia,,Corea del Sur
2013-07-01,Asia. Corea del Sur,246.48606545515,Asia,,Corea del Sur
2013-08-01,Asia. Corea del Sur,207.296123393704,Asia,,Corea del Sur
2013-09-01,Asia. Corea del Sur,173.920825398049,Asia,,Corea del Sur
2013-10-01,Asia. Corea del Sur,226.120887050163,Asia,,Corea del Sur
2013-11-01,Asia. Corea del Sur,236.93648063312,Asia,,Corea del Sur
2013-12-01,Asia. Corea del Sur,187.908353565974,Asia,,Corea del Sur
2014-01-01,Asia. Corea del Sur,267.766489959483,Asia,,Corea del Sur
2014-02-01,Asia. Corea del Sur,191.768710998264,Asia,,Corea del Sur
2014-03-01,Asia. Corea del Sur,171.873781509872,Asia,,Corea del Sur
2014-04-01,Asia. Corea del Sur,246.263592231706,Asia,,Corea del Sur
2014-05-01,Asia. Corea del Sur,244.219015971346,Asia,,Corea del Sur
2014-06-01,Asia. Corea del Sur,201.706817319545,Asia,,Corea del Sur
2014-07-01,Asia. Corea del Sur,196.428073611671,Asia,,Corea del Sur
2014-08-01,Asia. Corea del Sur,146.622589306233,Asia,,Corea del Sur
2014-09-01,Asia. Corea del Sur,153.103500252707,Asia,,Corea del Sur
2014-10-01,Asia. Corea del Sur,131.888113572688,Asia,,Corea del Sur
2014-11-01,Asia. Corea del Sur,178.707062458831,Asia,,Corea del Sur
2014-12-01,Asia. Corea del Sur,180.917630835946,Asia,,Corea del Sur
2015-01-01,Asia. Corea del Sur,173.133077287735,Asia,,Corea del Sur
2015-02-01,Asia. Corea del Sur,166.930927907629,Asia,,Corea del Sur
2015-03-01,Asia. Corea del Sur,155.007596135941,Asia,,Corea del Sur
2015-04-01,Asia. Corea del Sur,272.046781614024,Asia,,Corea del Sur
2015-05-01,Asia. Corea del Sur,153.765028662472,Asia,,Corea del Sur
2015-06-01,Asia. Corea del Sur,160.407682046835,Asia,,Corea del Sur
2015-07-01,Asia. Corea del Sur,163.712095264685,Asia,,Corea del Sur
2015-08-01,Asia. Corea del Sur,169.180325715393,Asia,,Corea del Sur
2015-09-01,Asia. Corea del Sur,149.227684354916,Asia,,Corea del Sur
2015-10-01,Asia. Corea del Sur,168.145950860883,Asia,,Corea del Sur
2015-11-01,Asia. Corea del Sur,124.881179307944,Asia,,Corea del Sur
2015-12-01,Asia. Corea del Sur,131.210825635135,Asia,,Corea del Sur
2016-01-01,Asia. Corea del Sur,150.705214437205,Asia,,Corea del Sur
2016-02-01,Asia. Corea del Sur,98.7335008924394,Asia,,Corea del Sur
2016-03-01,Asia. Corea del Sur,108.357148134801,Asia,,Corea del Sur
2016-04-01,Asia. Corea del Sur,164.026774241318,Asia,,Corea del Sur
2016-05-01,Asia. Corea del Sur,153.08335420492,Asia,,Corea del Sur
2016-06-01,Asia. Corea del Sur,112.516686704033,Asia,,Corea del Sur
2016-07-01,Asia. Corea del Sur,123.789728873168,Asia,,Corea del Sur
2016-08-01,Asia. Corea del Sur,172.288024401649,Asia,,Corea del Sur
2016-09-01,Asia. Corea del Sur,149.708051099278,Asia,,Corea del Sur
2016-10-01,Asia. Corea del Sur,181.544792944904,Asia,,Corea del Sur
2016-11-01,Asia. Corea del Sur,160.425602076192,Asia,,Corea del Sur
2016-12-01,Asia. Corea del Sur,158.957826016987,Asia,,Corea del Sur
2017-01-01,Asia. Corea del Sur,209.52903962558,Asia,,Corea del Sur
2017-02-01,Asia. Corea del Sur,162.702680689091,Asia,,Corea del Sur
2017-03-01,Asia. Corea del Sur,172.354380778848,Asia,,Corea del Sur
2017-04-01,Asia. Corea del Sur,167.192392609112,Asia,,Corea del Sur
2017-05-01,Asia. Corea del Sur,154.440519334279,Asia,,Corea del Sur
2017-06-01,Asia. Corea del Sur,153.879594110982,Asia,,Corea del Sur
2017-07-01,Asia. Corea del Sur,156.109212491325,Asia,,Corea del Sur
2017-08-01,Asia. Corea del Sur,148.27056021137,Asia,,Corea del Sur
2017-09-01,Asia. Corea del Sur,140.886484060023,Asia,,Corea del Sur
2017-10-01,Asia. Corea del Sur,122.176667071873,Asia,,Corea del Sur
2017-11-01,Asia. Corea del Sur,186.012690618828,Asia,,Corea del Sur
2017-12-01,Asia. Corea del Sur,130.355705998094,Asia,,Corea del Sur
2018-01-01,Asia. Corea del Sur,156.190348536415,Asia,,Corea del Sur
2018-02-01,Asia. Corea del Sur,138.313285498594,Asia,,Corea del Sur
2018-03-01,Asia. Corea del Sur,133.92673057604,Asia,,Corea del Sur
2018-04-01,Asia. Corea del Sur,150.300791815811,Asia,,Corea del Sur
2018-05-01,Asia. Corea del Sur,163.281056524904,Asia,,Corea del Sur
2018-06-01,Asia. Corea del Sur,202.811283155487,Asia,,Corea del Sur
2018-07-01,Asia. Corea del Sur,167.515660438331,Asia,,Corea del Sur
2018-08-01,Asia. Corea del Sur,147.883472956175,Asia,,Corea del Sur
2018-09-01,Asia. Corea del Sur,122.24006196598,Asia,,Corea del Sur
2018-10-01,Asia. Corea del Sur,156.352335670852,Asia,,Corea del Sur
2018-11-01,Asia. Corea del Sur,158.789160977208,Asia,,Corea del Sur
2018-12-01,Asia. Corea del Sur,159.552693247619,Asia,,Corea del Sur
2019-01-01,Asia. Corea del Sur,156.550660794428,Asia,,Corea del Sur
2019-02-01,Asia. Corea del Sur,114.690191317309,Asia,,Corea del Sur
2019-03-01,Asia. Corea del Sur,130.912324627968,Asia,,Corea del Sur
2019-04-01,Asia. Corea del Sur,132.285916940639,Asia,,Corea del Sur
2019-05-01,Asia. Corea del Sur,144.529574859806,Asia,,Corea del Sur
2019-06-01,Asia. Corea del Sur,95.9842377694053,Asia,,Corea del Sur
2019-07-01,Asia. Corea del Sur,130.965360177194,Asia,,Corea del Sur
2019-08-01,Asia. Corea del Sur,110.503172223674,Asia,,Corea del Sur
2019-09-01,Asia. Corea del Sur,106.415234115846,Asia,,Corea del Sur
2019-10-01,Asia. Corea del Sur,99.4910131076594,Asia,,Corea del Sur
2019-11-01,Asia. Corea del Sur,112.387691932532,Asia,,Corea del Sur
2019-12-01,Asia. Corea del Sur,83.9476803339069,Asia,,Corea del Sur
2020-01-01,Asia. Corea del Sur,113.380300360098,Asia,,Corea del Sur
2020-02-01,Asia. Corea del Sur,74.8668897669964,Asia,,Corea del Sur
2020-03-01,Asia. Corea del Sur,76.796519336206,Asia,,Corea del Sur
2020-04-01,Asia. Corea del Sur,107.309101615794,Asia,,Corea del Sur
2020-05-01,Asia. Corea del Sur,71.3941417788741,Asia,,Corea del Sur
2020-06-01,Asia. Corea del Sur,53.0132740781582,Asia,,Corea del Sur
2020-07-01,Asia. Corea del Sur,69.8366140577745,Asia,,Corea del Sur
2020-08-01,Asia. Corea del Sur,60.0836892393646,Asia,,Corea del Sur
2020-09-01,Asia. Corea del Sur,50.2668324775562,Asia,,Corea del Sur
2020-10-01,Asia. Corea del Sur,91.2045587617481,Asia,,Corea del Sur
2020-11-01,Asia. Corea del Sur,92.322571779342,Asia,,Corea del Sur
2020-12-01,Asia. Corea del Sur,154.172278498615,Asia,,Corea del Sur
2021-01-01,Asia. Corea del Sur,124.326604433917,Asia,,Corea del Sur
2021-02-01,Asia. Corea del Sur,130.316869049982,Asia,,Corea del Sur
2021-03-01,Asia. Corea del Sur,144.023369921874,Asia,,Corea del Sur
2021-04-01,Asia. Corea del Sur,119.73403885295,Asia,,Corea del Sur
2021-05-01,Asia. Corea del Sur,152.413815482837,Asia,,Corea del Sur
2021-06-01,Asia. Corea del Sur,156.780554335641,Asia,,Corea del Sur
2021-07-01,Asia. Corea del Sur,202.245644080531,Asia,,Corea del Sur
2021-08-01,Asia. Corea del Sur,199.566442937834,Asia,,Corea del Sur
2021-09-01,Asia. Corea del Sur,140.43135202379,Asia,,Corea del Sur
2021-10-01,Asia. Corea del Sur,188.243614807363,Asia,,Corea del Sur
2021-11-01,Asia. Corea del Sur,169.064484012118,Asia,,Corea del Sur
2021-12-01,Asia. Corea del Sur,150.389200014084,Asia,,Corea del Sur
2022-01-01,Asia. Corea del Sur,135.76184349,Asia,,Corea del Sur
2022-02-01,Asia. Corea del Sur,159.2245454,Asia,,Corea del Sur
2022-03-01,Asia. Corea del Sur,209.77435151,Asia,,Corea del Sur
2022-04-01,Asia. Corea del Sur,173.82966908,Asia,,Corea del Sur
2022-05-01,Asia. Corea del Sur,190.817629,Asia,,Corea del Sur
2022-06-01,Asia. Corea del Sur,147.39642682,Asia,,Corea del Sur
2022-07-01,Asia. Corea del Sur,133.57243474,Asia,,Corea del Sur
2022-08-01,Asia. Corea del Sur,164.12153581,Asia,,Corea del Sur
2022-09-01,Asia. Corea del Sur,134.50883288,Asia,,Corea del Sur
2022-10-01,Asia. Corea del Sur,118.14560308,Asia,,Corea del Sur
2022-11-01,Asia. Corea del Sur,169.76170852,Asia,,Corea del Sur
2022-12-01,Asia. Corea del Sur,154.24569143,Asia,,Corea del Sur
2023-01-01,Asia. Corea del Sur,174.54315882,Asia,,Corea del Sur
2023-02-01,Asia. Corea del Sur,179.27540337,Asia,,Corea del Sur
2023-03-01,Asia. Corea del Sur,131.70466403,Asia,,Corea del Sur
2023-04-01,Asia. Corea del Sur,100.08959813,Asia,,Corea del Sur
2023-05-01,Asia. Corea del Sur,114.67124487,Asia,,Corea del Sur
2023-06-01,Asia. Corea del Sur,111.91171712,Asia,,Corea del Sur
2023-07-01,Asia. Corea del Sur,112.71676116,Asia,,Corea del Sur
2023-08-01,Asia. Corea del Sur,111.85525652,Asia,,Corea del Sur
2023-09-01,Asia. Corea del Sur,104.03255579,Asia,,Corea del Sur
2023-10-01,Asia. Corea del Sur,104.10270101,Asia,,Corea del Sur
2023-11-01,Asia. Corea del Sur,131.75706766,Asia,,Corea del Sur
2023-12-01,Asia. Corea del Sur,112.3111301,Asia,,Corea del Sur
2024-01-01,Asia. Corea del Sur,94.021501312,Asia,,Corea del Sur
2024-02-01,Asia. Corea del Sur,242.97557884,Asia,,Corea del Sur
2024-03-01,Asia. Corea del Sur,142.64660294,Asia,,Corea del Sur
2024-04-01,Asia. Corea del Sur,136.6327132,Asia,,Corea del Sur
2024-05-01,Asia. Corea del Sur,106.41161124,Asia,,Corea del Sur
2024-06-01,Asia. Corea del Sur,109.4425516,Asia,,Corea del Sur
2024-07-01,Asia. Corea del Sur,98.789676929,Asia,,Corea del Sur
2024-08-01,Asia. Corea del Sur,102.65463391,Asia,,Corea del Sur
2024-09-01,Asia. Corea del Sur,96.133705535,Asia,,Corea del Sur
2024-10-01,Asia. Corea del Sur,180.46960374,Asia,,Corea del Sur
2024-11-01,Asia. Corea del Sur,182.10766717,Asia,,Corea del Sur
2024-12-01,Asia. Corea del Sur,121.20055982,Asia,,Corea del Sur
2025-01-01,Asia. Corea del Sur,136.97435401,Asia,,Corea del Sur
2025-02-01,Asia. Corea del Sur,121.17440137,Asia,,Corea del Sur
2025-03-01,Asia. Corea del Sur,131.15256577,Asia,,Corea del Sur
2025-04-01,Asia. Corea del Sur,154.73946195,Asia,,Corea del Sur
2025-05-01,Asia. Corea del Sur,102.67914618,Asia,,Corea del Sur
2025-06-01,Asia. Corea del Sur,158.75958091,Asia,,Corea del Sur
2025-07-01,Asia. Corea del Sur,195.49188605,Asia,,Corea del Sur
